# Diamond stretch-and-skew sweep — one row per computed cell shape. 1179 rows.
#
# WHAT THIS IS. Each row is one shape of a 2-carbon-atom box, computed twice by VASP:
#   <run_directory_inside_archive>/1-cheap-pbe-atoms-relaxed/    fast approximation, atoms allowed to settle
#   <run_directory_inside_archive>/2-accurate-hse06-atoms-fixed/ accurate hybrid, single shot at the above geometry
# Reference shape: the experimental diamond cube edge a0 = 3.567 A. The 2-atom box uses the
# vectors (0,a/2,a/2), (a/2,0,a/2), (a/2,a/2,0). Reference volume = a0^3/4 = 11.345 A^3.
#
# COLUMNS
#   source_archive_file                    which .tar.gz in renamed-archives/ holds this run
#   run_directory_inside_archive           path inside that archive. Opaque locator: hand it to tar,
#                                          do not parse it. Filter on the numeric columns instead.
#   kind_of_shape_change                   which sampling family this point belongs to
#   target_cell_volume_in_cubic_angstroms  only for scale-all-axes-uniformly; blank elsewhere
#   fractional_stretch_along_[xyz]_axis    fractional length change. 0.005 = 0.5% LONGER. blank = axis not stretched.
#   skew_of_[a]_axis_toward_[b]_axis       skew amount. 0.05 means a shifts by 0.05 x b. blank = plane not skewed.
#                                          These are simple skews: they carry a rotation, and they preserve
#                                          volume exactly (det F = 1.000000 for every skew point).
#   duplicate_group                        NON-EMPTY = this shape is computed more than once in this dataset.
#                                          72 rows across 24 groups are duplicates: 24 single-skew shapes each
#                                          appear once in skew-one-plane and twice in skew-two-planes (each plane
#                                          belongs to 2 of the 3 plane-pairs). All copies are BIT-IDENTICAL.
#                                          *** DE-DUPLICATE BEFORE ANY FIT OR TRAINING SET. *** Otherwise these
#                                          24 shapes carry 3x weight. 1179 rows = 1131 distinct shapes.
#   recovery_status                        complete for all 1179 rows. The 2026-07-16 re-download from the
#                                          original source healed the earlier truncation; nothing is partial.
#
# TRAPS. Do not infer the deformation from the directory name — recompute it from the lattice.
# Do not compare the deformation gradient F across families: the scale-all-axes-uniformly POSCARs use a
# different lattice frame, so their F carries a rotation that is a frame artifact, not physics
# (F^T F is isotropic to 1e-11). Compare Green-Lagrange strain or F^T F instead.
source_archive_file	run_directory_inside_archive	kind_of_shape_change	target_cell_volume_in_cubic_angstroms	fractional_stretch_along_x_axis	fractional_stretch_along_y_axis	fractional_stretch_along_z_axis	skew_of_x_axis_toward_y_axis	skew_of_x_axis_toward_z_axis	skew_of_y_axis_toward_z_axis	duplicate_group	recovery_status
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-minus-0.100-yz-minus-0.100	skew-two-planes					-0.100		-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-minus-0.100-yz-plus-0.000	skew-two-planes					-0.100		0.000	dup-group-04	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-minus-0.100-yz-plus-0.025	skew-two-planes					-0.100		0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-minus-0.100-yz-plus-0.050	skew-two-planes					-0.100		0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-minus-0.100-yz-plus-0.075	skew-two-planes					-0.100		0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-minus-0.100-yz-plus-0.100	skew-two-planes					-0.100		0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.000-yz-minus-0.025	skew-two-planes					0.000		-0.025	dup-group-17	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.000-yz-minus-0.050	skew-two-planes					0.000		-0.050	dup-group-18	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.000-yz-minus-0.075	skew-two-planes					0.000		-0.075	dup-group-19	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.000-yz-minus-0.100	skew-two-planes					0.000		-0.100	dup-group-20	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.000-yz-plus-0.025	skew-two-planes					0.000		0.025	dup-group-21	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.000-yz-plus-0.050	skew-two-planes					0.000		0.050	dup-group-22	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.000-yz-plus-0.075	skew-two-planes					0.000		0.075	dup-group-23	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.000-yz-plus-0.100	skew-two-planes					0.000		0.100	dup-group-24	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.025-yz-minus-0.025	skew-two-planes					0.025		-0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.025-yz-minus-0.050	skew-two-planes					0.025		-0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.025-yz-minus-0.075	skew-two-planes					0.025		-0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.025-yz-minus-0.100	skew-two-planes					0.025		-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.025-yz-plus-0.000	skew-two-planes					0.025		0.000	dup-group-05	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.025-yz-plus-0.025	skew-two-planes					0.025		0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.025-yz-plus-0.050	skew-two-planes					0.025		0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.025-yz-plus-0.075	skew-two-planes					0.025		0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.025-yz-plus-0.100	skew-two-planes					0.025		0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.050-yz-minus-0.025	skew-two-planes					0.050		-0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.050-yz-minus-0.075	skew-two-planes					0.050		-0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.050-yz-minus-0.100	skew-two-planes					0.050		-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.050-yz-plus-0.000	skew-two-planes					0.050		0.000	dup-group-06	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.050-yz-plus-0.025	skew-two-planes					0.050		0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.050-yz-plus-0.075	skew-two-planes					0.050		0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.050-yz-plus-0.100	skew-two-planes					0.050		0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.075-yz-minus-0.025	skew-two-planes					0.075		-0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.075-yz-minus-0.050	skew-two-planes					0.075		-0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.075-yz-minus-0.075	skew-two-planes					0.075		-0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.075-yz-minus-0.100	skew-two-planes					0.075		-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.075-yz-plus-0.000	skew-two-planes					0.075		0.000	dup-group-07	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.075-yz-plus-0.025	skew-two-planes					0.075		0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.075-yz-plus-0.050	skew-two-planes					0.075		0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.075-yz-plus-0.075	skew-two-planes					0.075		0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.075-yz-plus-0.100	skew-two-planes					0.075		0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.100-yz-minus-0.025	skew-two-planes					0.100		-0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.100-yz-minus-0.050	skew-two-planes					0.100		-0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.100-yz-minus-0.075	skew-two-planes					0.100		-0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.100-yz-minus-0.100	skew-two-planes					0.100		-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.100-yz-plus-0.000	skew-two-planes					0.100		0.000	dup-group-08	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.100-yz-plus-0.025	skew-two-planes					0.100		0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.100-yz-plus-0.050	skew-two-planes					0.100		0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.100-yz-plus-0.075	skew-two-planes					0.100		0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xy-plus-0.100-yz-plus-0.100	skew-two-planes					0.100		0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.025-yz-minus-0.025	skew-two-planes						-0.025	-0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.025-yz-minus-0.050	skew-two-planes						-0.025	-0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.025-yz-minus-0.075	skew-two-planes						-0.025	-0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.025-yz-minus-0.100	skew-two-planes						-0.025	-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.025-yz-plus-0.000	skew-two-planes						-0.025	0.000	dup-group-09	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.025-yz-plus-0.025	skew-two-planes						-0.025	0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.025-yz-plus-0.050	skew-two-planes						-0.025	0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.025-yz-plus-0.075	skew-two-planes						-0.025	0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.025-yz-plus-0.100	skew-two-planes						-0.025	0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.050-yz-minus-0.025	skew-two-planes						-0.050	-0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.050-yz-minus-0.075	skew-two-planes						-0.050	-0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.050-yz-minus-0.100	skew-two-planes						-0.050	-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.050-yz-plus-0.000	skew-two-planes						-0.050	0.000	dup-group-10	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.050-yz-plus-0.025	skew-two-planes						-0.050	0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.050-yz-plus-0.075	skew-two-planes						-0.050	0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.050-yz-plus-0.100	skew-two-planes						-0.050	0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.075-yz-minus-0.025	skew-two-planes						-0.075	-0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.075-yz-minus-0.050	skew-two-planes						-0.075	-0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.075-yz-minus-0.075	skew-two-planes						-0.075	-0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.075-yz-minus-0.100	skew-two-planes						-0.075	-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.075-yz-plus-0.000	skew-two-planes						-0.075	0.000	dup-group-11	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.075-yz-plus-0.025	skew-two-planes						-0.075	0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.075-yz-plus-0.050	skew-two-planes						-0.075	0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.075-yz-plus-0.075	skew-two-planes						-0.075	0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.075-yz-plus-0.100	skew-two-planes						-0.075	0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.100-yz-minus-0.025	skew-two-planes						-0.100	-0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.100-yz-minus-0.050	skew-two-planes						-0.100	-0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.100-yz-minus-0.075	skew-two-planes						-0.100	-0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.100-yz-minus-0.100	skew-two-planes						-0.100	-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.100-yz-plus-0.000	skew-two-planes						-0.100	0.000	dup-group-12	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.100-yz-plus-0.025	skew-two-planes						-0.100	0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.100-yz-plus-0.050	skew-two-planes						-0.100	0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.100-yz-plus-0.075	skew-two-planes						-0.100	0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-minus-0.100-yz-plus-0.100	skew-two-planes						-0.100	0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.000-yz-minus-0.025	skew-two-planes						0.000	-0.025	dup-group-17	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.000-yz-minus-0.050	skew-two-planes						0.000	-0.050	dup-group-18	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.000-yz-minus-0.075	skew-two-planes						0.000	-0.075	dup-group-19	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.000-yz-minus-0.100	skew-two-planes						0.000	-0.100	dup-group-20	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.000-yz-plus-0.025	skew-two-planes						0.000	0.025	dup-group-21	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.000-yz-plus-0.050	skew-two-planes						0.000	0.050	dup-group-22	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.000-yz-plus-0.075	skew-two-planes						0.000	0.075	dup-group-23	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.000-yz-plus-0.100	skew-two-planes						0.000	0.100	dup-group-24	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.025-yz-minus-0.025	skew-two-planes						0.025	-0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.025-yz-minus-0.050	skew-two-planes						0.025	-0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.025-yz-minus-0.075	skew-two-planes						0.025	-0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.025-yz-minus-0.100	skew-two-planes						0.025	-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.025-yz-plus-0.000	skew-two-planes						0.025	0.000	dup-group-13	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.025-yz-plus-0.025	skew-two-planes						0.025	0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.025-yz-plus-0.050	skew-two-planes						0.025	0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.025-yz-plus-0.075	skew-two-planes						0.025	0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.025-yz-plus-0.100	skew-two-planes						0.025	0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.050-yz-minus-0.025	skew-two-planes						0.050	-0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.050-yz-minus-0.075	skew-two-planes						0.050	-0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.050-yz-minus-0.100	skew-two-planes						0.050	-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.050-yz-plus-0.000	skew-two-planes						0.050	0.000	dup-group-14	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.050-yz-plus-0.025	skew-two-planes						0.050	0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.050-yz-plus-0.075	skew-two-planes						0.050	0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.050-yz-plus-0.100	skew-two-planes						0.050	0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.075-yz-minus-0.025	skew-two-planes						0.075	-0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.075-yz-minus-0.050	skew-two-planes						0.075	-0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.075-yz-minus-0.075	skew-two-planes						0.075	-0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.075-yz-minus-0.100	skew-two-planes						0.075	-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.075-yz-plus-0.000	skew-two-planes						0.075	0.000	dup-group-15	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.075-yz-plus-0.025	skew-two-planes						0.075	0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.075-yz-plus-0.050	skew-two-planes						0.075	0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.075-yz-plus-0.075	skew-two-planes						0.075	0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.075-yz-plus-0.100	skew-two-planes						0.075	0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.100-yz-minus-0.025	skew-two-planes						0.100	-0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.100-yz-minus-0.050	skew-two-planes						0.100	-0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.100-yz-minus-0.075	skew-two-planes						0.100	-0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.100-yz-minus-0.100	skew-two-planes						0.100	-0.100		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.100-yz-plus-0.000	skew-two-planes						0.100	0.000	dup-group-16	complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.100-yz-plus-0.025	skew-two-planes						0.100	0.025		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.100-yz-plus-0.050	skew-two-planes						0.100	0.050		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.100-yz-plus-0.075	skew-two-planes						0.100	0.075		complete
4-skew-two-planes.tar.gz	4-skew-two-planes/skew-xz-plus-0.100-yz-plus-0.100	skew-two-planes						0.100	0.100		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.030-yz-minus-0.030	skew-all-three-planes-at-once					-0.030	-0.030	-0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.030-yz-minus-0.090	skew-all-three-planes-at-once					-0.030	-0.030	-0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.030-yz-plus-0.030	skew-all-three-planes-at-once					-0.030	-0.030	0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.030-yz-plus-0.060	skew-all-three-planes-at-once					-0.030	-0.030	0.060		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.030-yz-plus-0.090	skew-all-three-planes-at-once					-0.030	-0.030	0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.060-yz-minus-0.030	skew-all-three-planes-at-once					-0.030	-0.060	-0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.060-yz-plus-0.030	skew-all-three-planes-at-once					-0.030	-0.060	0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.060-yz-plus-0.060	skew-all-three-planes-at-once					-0.030	-0.060	0.060		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.060-yz-plus-0.090	skew-all-three-planes-at-once					-0.030	-0.060	0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.090-yz-minus-0.030	skew-all-three-planes-at-once					-0.030	-0.090	-0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.090-yz-minus-0.060	skew-all-three-planes-at-once					-0.030	-0.090	-0.060		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.090-yz-minus-0.090	skew-all-three-planes-at-once					-0.030	-0.090	-0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.090-yz-plus-0.030	skew-all-three-planes-at-once					-0.030	-0.090	0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.090-yz-plus-0.060	skew-all-three-planes-at-once					-0.030	-0.090	0.060		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-minus-0.090-yz-plus-0.090	skew-all-three-planes-at-once					-0.030	-0.090	0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.030-yz-minus-0.030	skew-all-three-planes-at-once					-0.030	0.030	-0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.030-yz-minus-0.060	skew-all-three-planes-at-once					-0.030	0.030	-0.060		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.030-yz-minus-0.090	skew-all-three-planes-at-once					-0.030	0.030	-0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.030-yz-plus-0.030	skew-all-three-planes-at-once					-0.030	0.030	0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.030-yz-plus-0.090	skew-all-three-planes-at-once					-0.030	0.030	0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.060-yz-minus-0.030	skew-all-three-planes-at-once					-0.030	0.060	-0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.060-yz-minus-0.060	skew-all-three-planes-at-once					-0.030	0.060	-0.060		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.060-yz-minus-0.090	skew-all-three-planes-at-once					-0.030	0.060	-0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.060-yz-plus-0.030	skew-all-three-planes-at-once					-0.030	0.060	0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.030	skew-all-three-planes-at-once					-0.030	0.090	-0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.060	skew-all-three-planes-at-once					-0.030	0.090	-0.060		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-minus-0.090	skew-all-three-planes-at-once					-0.030	0.090	-0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.030	skew-all-three-planes-at-once					-0.030	0.090	0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.060	skew-all-three-planes-at-once					-0.030	0.090	0.060		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.030-xz-plus-0.090-yz-plus-0.090	skew-all-three-planes-at-once					-0.030	0.090	0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-minus-0.030	skew-all-three-planes-at-once					-0.060	-0.030	-0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-minus-0.090	skew-all-three-planes-at-once					-0.060	-0.030	-0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.030	skew-all-three-planes-at-once					-0.060	-0.030	0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.060	skew-all-three-planes-at-once					-0.060	-0.030	0.060		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.030-yz-plus-0.090	skew-all-three-planes-at-once					-0.060	-0.030	0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-minus-0.060	skew-all-three-planes-at-once					-0.060	-0.060	-0.060		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-minus-0.090	skew-all-three-planes-at-once					-0.060	-0.060	-0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.030	skew-all-three-planes-at-once					-0.060	-0.060	0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.060	skew-all-three-planes-at-once					-0.060	-0.060	0.060		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.060-yz-plus-0.090	skew-all-three-planes-at-once					-0.060	-0.060	0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.030	skew-all-three-planes-at-once					-0.060	-0.090	-0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.060	skew-all-three-planes-at-once					-0.060	-0.090	-0.060		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-minus-0.090	skew-all-three-planes-at-once					-0.060	-0.090	-0.090		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.030	skew-all-three-planes-at-once					-0.060	-0.090	0.030		complete
5-skew-three-planes.tar.gz	5-skew-three-planes/skew-xy-minus-0.060-xz-minus-0.090-yz-plus-0.060	skew-all-three-planes-at-once					-0.060	-0.090	0.060		complete
